name,modified_size,can_fly,good,danger,description,danger_description,environment
unholy harpy,2,1,-1,1,"The unholy harpy is a twisted creature, resembling a grotesque blend of avian grace and malevolent features. With the slender body of a cat and wings that sprawl like a dark cloud, it soars through the night sky, its chilling cry a harbinger of doom. A cunning predator, its heart is as black as its feathers.","Vicious and cunning, strikes fear with its chilling cry.","Haunted forest under a moonless sky, shadows linger menacingly."
fire-breathing ethereal monkey,4,1,0,0,"This enigmatic creature flits through the canopy with agile grace, resembling a large primate cloaked in fiery hues. Its breath ignites the air, casting an ethereal glow, yet it dances playfully among the branches, neither wholly benevolent nor malevolent. A whimsical guardian of the forest, its mischievous spark adds a dash of danger to the vibrant wilderness.",Mischievous spark adds whimsical danger to the vibrant wilderness.,"Lush, vibrant forest canopy filled with flickering lights."
radiant griffin,5,1,1,1,"The radiant griffin soars through the skies with majestic grace, a magnificent blend of eagle and lion. Its shimmering feathers gleam like sunlight on water, while its powerful physique commands respect. With a heart of gold, this noble creature protects the innocent and stands as a fierce guardian against the darkness.","Noble protector in flight, fierce against lurking threats.","Sunny skies above lush meadows, filled with vibrant life."
lightning holy pixie,1,0,1,-1,"The lightning holy pixie is a tiny, shimmering being, reminiscent of a delicate firefly. With wings that glimmer like starlit skies, it flits about joyfully, spreading warmth and soothing energy. Despite its lightning-infused essence, this friendly creature brings only blessings, never harm, enchanting all who encounter its gentle glow and playful demeanor.","a harmless, joyful spirit that brings warmth and blessings.",A serene meadow illuminated by gentle starlight.
enormous awful bug,5,0,-1,1,"A terrifying beast, this colossal bug resembles a monstrous insect from nightmares, dwarfing most creatures around it. Its dark, chitinous exoskeleton glistens ominously, while sharp mandibles glint menacingly. Grounded and relentless, it exudes a palpable malice, scuttling with a predatory grace. Anyone unfortunate enough to cross its path faces a formidable and lethal predator.","A massive, malevolent menace that strikes fear, actively hunting.","Dark, damp forest depths filled with shadows and decay."
earth-bound little harpy,1,-1,0,-1,"The earth-bound little harpy resembles a small, playful sprite, with delicate wings too tiny for flight. Its mischievous grin and bright, feathered hair hint at a curious spirit. Preferring to frolic amidst the flowers, it enjoys harmless pranks rather than causing any real trouble, embodying a whimsical blend of charm and mischief.","Playful trickster, harmless mischief, brings joy not danger.","Lush flower meadows alive with playful, soft breezes."
evil manticore,3,0,-1,1,"The evil manticore prowls the shadowy forests, resembling a fearsome blend of a lion and a scorpion. With spiky, poisonous tail and sinister wings clipped by malice, it stalks its prey with cunning. Its piercing gaze chills the bravest souls, epitomizing danger and darkness, a true harbinger of nightmares lurking just beyond the light.","Sly and lethal, a nightmarish predator of the shadows.","Shadowy forest, thick with fog and whispers of fear."
fast bird,2,1,0,0,"A lithe and agile creature, the fast bird flits through the air like a fleeting whisper. With vibrant feathers and an infectious curiosity, it darts among the treetops, evading both predator and predator alike. Playful yet elusive, this creature's joyous songs fill the forest, creating a lively symphony that enchants all who hear it.","Playful and elusive, it poses no threat at all.",Lush forest with vibrant treetops and joyful melodies.
little bass,1,-1,0,-1,"The little bass is a diminutive fish, glinting with scales that shimmer like polished gems. It navigates tranquil waters with a gentle grace, often hiding among pebbles and reeds. While not a threat to its surroundings, its presence adds a serene beauty to the aquatic realm, embodying the peace of sunlit streams and quiet lakes.","A harmless, shimmering fish that enchants with its beauty.",Serene streams with pebbled beds and gentle sunlight.
huge flying priest,5,1,0,1,"Soaring through the skies, this colossal priest commands the winds with brooding grace. Clad in flowing robes that shimmer like clouds, its massive frame radiates both awe and fear. With wings spanning vast distances, its shadow looms over the land, hinting at a power that is both divine and perilous, neutral in allegiance yet deadly in purpose.","Majestic yet menacing, a formidable force of divine power.","Vast skies above a desolate, windswept mountain range."
knoble large wyvern,5,0,1,1,"The knoble large wyvern stands majestically like a fortress draped in shimmering scales, exuding an aura of noble strength and benevolence. Its powerful limbs and imposing presence command respect, while its gentle nature makes it a protector of the lands. Though bound to the earth, its watchful gaze warns of danger, embodying a steadfast guardian spirit.","A majestic guardian, fierce yet benevolent, demands respect.","Lush valley, sunlit glades, tranquil and protected nature sanctuary."
knoble regular gorrila,4,0,1,1,"The knoble regular gorilla is a majestic guardian of the jungle, resembling a powerful yet noble bear. With intelligent eyes and a gentle demeanor, it moves gracefully among the trees. Despite its formidable strength, this creature is a protector, championing harmony and peace in its domain, while warding off threats with sheer presence and strength.","A formidable guardian, powerful yet benevolent, a fierce protector.","Lush, vibrant jungle teeming with life and tranquility."
enraged winged leviathan,7,1,-1,1,"Soaring high above the clouds, the enraged winged leviathan boasts massive, scorched scales reminiscent of an ancient dragon, its wings casting shadows over entire villages. With a heart filled with malice, this monstrous creature unleashes tempestuous storms and fearsome roars, leaving destruction in its wake, a terror that no mortal can hope to tame.","A colossal menace, wreaking havoc from above with fury.","Stormy skies above devastated landscapes, filled with despair."
ferocious angelic human,4,0,1,0,"Portrayed as a towering figure of righteous power, this ferocious angelic human commands respect with a muscular frame reminiscent of a mighty lion. Clad in ethereal robes adorned with celestial symbols, their unwavering gaze radiates kindness yet carries an underlying ferocity. Grounded yet heroic, they are a guardian who embodies light and courage, inspiring all to stand against darkness.","A powerful protector, radiating strength and unwavering goodness.","Sunlit glade, surrounded by majestic trees and blooming flowers."
humongous levitating demon,9,1,0,1,"Floating amidst the shadows, the humongous levitating demon looms like a dark thunderstorm, its massive form obscured by swirling mists. With a menacing grin and glowing eyes, it drifts effortlessly, casting a chilling aura. Often feared, it exudes a potent mix of chaos and power, a reminder of the nightmares that lurk just beyond the veil of reality.","A terrifying force, chaotic and formidable, yet intriguing.","A dark, mist-shrouded landscape filled with ominous shadows."
